Student.num,Sibling.num,Father.num,Mother.num,Other.num,Student.inf,Sibling.inf,Father.inf,Mother.inf,Other.inf,Frequency
1,3,1,1,2,1,2,0,0,0,1
1,3,1,1,2,1,2,1,1,0,1
1,3,1,1,2,1,2,1,1,1,1
1,3,1,1,3,0,0,0,0,0,5
1,3,1,1,3,0,1,0,0,0,3
1,3,1,1,3,1,1,0,1,0,1
1,3,1,1,3,1,1,0,1,1,1
1,4,0,1,0,0,0,0,0,0,6
1,4,0,1,0,0,1,0,1,0,1
1,4,0,1,1,0,0,0,0,0,1
1,4,1,0,0,0,0,0,0,0,2
1,4,1,1,0,0,0,0,0,0,20
1,4,1,1,0,0,0,1,0,0,1
1,4,1,1,0,0,1,0,0,0,7
1,4,1,1,0,0,2,0,0,0,2
1,4,1,1,0,0,3,0,0,0,2
1,4,1,1,0,1,0,0,0,0,2
1,4,1,1,0,1,1,0,0,0,3
1,4,1,1,1,0,0,0,0,0,2
1,4,1,1,1,0,1,1,0,0,1
1,4,1,1,1,1,0,1,0,0,1
1,4,1,1,2,0,0,0,0,0,3
1,4,1,1,2,0,1,0,0,0,1
1,4,1,1,2,0,2,0,0,0,1
1,4,1,1,2,0,2,0,0,1,1
1,4,1,1,2,1,1,0,0,0,1
1,4,1,1,3,0,0,0,0,0,4
1,4,1,1,3,0,2,0,0,0,2
1,4,1,1,3,1,1,0,0,0,2
1,4,1,1,3,1,2,0,0,0,1
1,4,1,1,3,1,3,0,0,0,1
1,5,0,1,0,0,0,0,0,0,2
1,5,1,1,0,0,0,0,0,0,2
1,5,1,1,1,0,0,0,0,0,3
