"","epsilon(Student)","epsilon(Sibling)","epsilon(Mother)","epsilon(Father)","epsilon(Other)","c_1(Child-Child)","c_2(Father-Mother)","c_3(Mother-Child)","c_4(Other-Other)","c_5(Cross generational)","beta_constant","gamma"
"1",0.190384086332746,0.0389747927991922,0.0394402299034346,0.0143363494245039,0.158814207558054,1.14982789536781,1.02280570135455,1.06883382556254,1.99152821500954,0.384570980354735,0.201956234147969,0.604420895531016
"2",0.192749096600403,0.036542942148405,0.042463740975853,0.0148428376470491,0.162135201479197,1.16192857574497,0.946727057025001,1.07341931096336,2.34729703800028,0.418527799450206,0.201956234147969,0.544991202921911
"3",0.192749096600403,0.036542942148405,0.042463740975853,0.0148428376470491,0.162135201479197,1.16192857574497,0.946727057025001,1.07341931096336,2.34729703800028,0.418527799450206,0.201956234147969,0.544991202921911
"4",0.195789128286708,0.0341397748553606,0.0360301416097634,0.0111403670528968,0.163137104859347,1.17399842462618,0.953417737168833,1.12376440218582,2.4166842356116,0.466047679979125,0.201956234147969,0.518844342646104
"5",0.195789128286708,0.0341397748553606,0.0360301416097634,0.0111403670528968,0.163137104859347,1.17399842462618,0.953417737168833,1.12376440218582,2.4166842356116,0.466047679979125,0.201956234147969,0.518844342646104
"6",0.195789128286708,0.0341397748553606,0.0360301416097634,0.0111403670528968,0.163137104859347,1.17399842462618,0.953417737168833,1.12376440218582,2.4166842356116,0.466047679979125,0.201956234147969,0.518844342646104
"7",0.200105939243083,0.0360404097772213,0.0380477221002058,0.0144317573334909,0.158855378538,1.18860672164467,1.33903122900517,1.09204394330099,1.62878867870344,0.507169279108068,0.201956234147969,0.405485594023929
"8",0.199809959531382,0.03574686102923,0.0355457597716883,0.0178703904333514,0.162267607286481,1.00969109518565,1.27762647810135,1.07900661682949,2.26670057430496,0.523831173964216,0.201956234147969,0.418985450823801
"9",0.194449284832931,0.0344694440937933,0.0342226544156079,0.0122717690949443,0.156559915500492,1.1718395428604,1.57520522919985,1.19503436887717,1.08081232433001,0.492139397518119,0.201956234147969,0.237939532206275
"10",0.191281214268464,0.0292996843000596,0.0350952524790062,0.014010433354644,0.158720995141282,1.15392195654567,1.1680959640701,1.16300160074253,1.69434265181121,0.47397147770971,0.201956234147969,0.273170891048366
"11",0.191281214268464,0.0292996843000596,0.0350952524790062,0.014010433354644,0.158720995141282,1.15392195654567,1.1680959640701,1.16300160074253,1.69434265181121,0.47397147770971,0.201956234147969,0.273170891048366
"12",0.194583342330298,0.0285918800458767,0.0383800946213854,0.0146883406568033,0.157570016234443,1.09103704461498,1.06324081972164,1.03602556969738,2.24936281804248,0.478977864390495,0.201956234147969,0.381684867323989
"13",0.19641748941808,0.0287859498646155,0.0351409589615931,0.0151540913533008,0.154082322621882,1.07180173385683,1.0112647904834,1.10577147080763,1.96121059343308,0.446331004228245,0.201956234147969,0.470019653756113
"14",0.199422702011421,0.0336687705601194,0.0363838019686375,0.0156778302040631,0.157564456355704,1.05429734360617,1.22871290254469,1.04892838351533,1.71299414916458,0.432723481586773,0.201956234147969,0.474753550763495
"15",0.199422702011421,0.0336687705601194,0.0363838019686375,0.0156778302040631,0.157564456355704,1.05429734360617,1.22871290254469,1.04892838351533,1.71299414916458,0.432723481586773,0.201956234147969,0.474753550763495
"16",0.199422702011421,0.0336687705601194,0.0363838019686375,0.0156778302040631,0.157564456355704,1.05429734360617,1.22871290254469,1.04892838351533,1.71299414916458,0.432723481586773,0.201956234147969,0.474753550763495
"17",0.19525455267478,0.0346264096936685,0.0355190653452614,0.0155790957185965,0.158293905824712,1.08998074008486,1.15583989517792,1.04706772159872,1.49586631331446,0.48418492217089,0.201956234147969,0.479746721385811
"18",0.19655196338726,0.0334951513334503,0.0369633224105767,0.0123446562432868,0.15420859987186,1.15823083192583,0.999329833750758,1.0248141850156,2.11913705606144,0.481979646804196,0.201956234147969,0.441210707342984
"19",0.193456514033979,0.0379930858320957,0.0395401161596841,0.0132304963024817,0.155913879724444,1.18999954825858,1.09699841997257,1.06607846144597,2.17171048444298,0.449987874760541,0.201956234147969,0.393046879805954
"20",0.190511768584945,0.038173605511253,0.034119984055386,0.0134874731088183,0.161502655209338,1.1980378486356,0.987200444888641,1.19685383412115,1.44941335727864,0.431534357128636,0.201956234147969,0.428253078841549
"21",0.194162905954219,0.0342120136993301,0.0355032348790804,0.0137212688733713,0.167875622268034,1.09175525521526,1.20632409158144,1.21327232627574,1.86838553930154,0.453176222192832,0.201956234147969,0.403325592524564
"22",0.197089031694912,0.0375721209198616,0.0381132798549483,0.0124129304918427,0.167871958936667,1.10777220063677,1.07927305825349,1.19225370401245,1.40304749598463,0.46939469899255,0.201956234147969,0.406413874718487
"23",0.202508885622499,0.0323464727909894,0.0382485508164064,0.0134236730449917,0.1621324912785,1.14997739715759,1.19951541689344,1.13484517189764,1.60437652904968,0.497771339940111,0.201956234147969,0.254004405467918
"24",0.198403565009349,0.0353879530483927,0.0356786093852627,0.0156912767140652,0.165063784911691,1.13021067453897,1.32589008618361,1.18673659810191,1.80935605075629,0.494928961772674,0.201956234147969,0.298615765221572
"25",0.196951880866567,0.0348600399295258,0.0377369584092046,0.0136190312559854,0.163616346846866,1.01638869896396,1.12514951151559,1.1556030551472,2.62831342145163,0.386680055281276,0.201956234147969,0.535363008925516
"26",0.196951880866567,0.0348600399295258,0.0377369584092046,0.0136190312559854,0.163616346846866,1.01638869896396,1.12514951151559,1.1556030551472,2.62831342145163,0.386680055281276,0.201956234147969,0.535363008925516
"27",0.19752284065416,0.0359508715197461,0.0382351079280983,0.017611034927644,0.163706737591928,0.990855752832167,1.16839114550589,1.2155497805392,1.94858594460429,0.347825013542601,0.201956234147969,0.618353422873199
"28",0.194741754580619,0.0372735529816473,0.0360012495319881,0.0165409600831461,0.161333203172205,1.03568088107202,1.13641608897361,1.23051010863831,1.57346684019108,0.33677113884083,0.201956234147969,0.593570831801163
"29",0.199775355464161,0.0366577984904174,0.0362461802044896,0.0156256265312154,0.160801148316872,1.07126810596205,1.12167167219677,1.16868882515661,1.81829468719123,0.32287968533091,0.201956234147969,0.597712501134201
"30",0.195419097068877,0.0363165428187435,0.0334019723635444,0.0130358970152431,0.161011850804529,1.11341930232713,1.26401920578777,1.17579722653002,1.2462402341509,0.367088250399217,0.201956234147969,0.576201541274687
"31",0.195419097068877,0.0363165428187435,0.0334019723635444,0.0130358970152431,0.161011850804529,1.11341930232713,1.26401920578777,1.17579722653002,1.2462402341509,0.367088250399217,0.201956234147969,0.576201541274687
"32",0.195419097068877,0.0363165428187435,0.0334019723635444,0.0130358970152431,0.161011850804529,1.11341930232713,1.26401920578777,1.17579722653002,1.2462402341509,0.367088250399217,0.201956234147969,0.576201541274687
"33",0.188697182465622,0.0379605719652923,0.0349254957728967,0.0160775261684424,0.161452735200794,1.23257870781703,0.925556211121328,1.18013865979814,1.62920928473355,0.404693856870495,0.201956234147969,0.540483130701783
"34",0.188012291405023,0.0379692774971797,0.0360086948587754,0.0156663492199749,0.158770387226211,1.16569713065524,0.921971531193179,1.17325399089621,1.6636974621709,0.435660448385116,0.201956234147969,0.542270258409496
"35",0.188012291405023,0.0379692774971797,0.0360086948587754,0.0156663492199749,0.158770387226211,1.16569713065524,0.921971531193179,1.17325399089621,1.6636974621709,0.435660448385116,0.201956234147969,0.542270258409496
